runtime,solution cost,initial solution cost,min f value,root g value,iterations,group size,runtime of initial solution,area under curve,preprocessing runtime,solver name,instance name
2.00006,844,844,844,844,988,5,0.00110502,0,0.0114936,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00001,596,596,596,596,990,5,0.000896346,0,0.0116925,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00005,672,672,672,672,998,5,0.000905864,0,0.0115626,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00003,765,765,765,765,984,5,0.00229813,0,0.0115205,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00006,653,653,653,653,987,5,0.000878871,0,0.0116225,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00002,769,769,769,769,993,5,0.000950894,0,0.0112666,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00001,780,780,780,780,996,5,0.00233913,0,0.0113354,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00006,733,733,733,733,997,5,0.000954162,0,0.0113829,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00006,648,648,648,648,998,5,0.000880805,0,0.0113574,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00002,544,544,544,544,978,5,0.000718131,0,0.0114034,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00008,636,636,636,636,989,5,0.000829379,0,0.0113997,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00017,612,612,612,612,978,5,0.000797498,0,0.0114383,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00002,674,674,674,674,989,5,0.000887429,0,0.0117536,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00002,525,525,525,525,990,5,0.000747395,0,0.0113674,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00002,693,693,693,693,977,5,0.000902549,0,0.0116936,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00008,723,723,723,723,963,5,0.000959497,0,0.0115086,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00003,723,723,723,723,982,5,0.000926681,0,0.0114812,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00008,599,599,599,599,980,5,0.000831098,0,0.0115159,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00007,656,656,656,656,987,5,0.000904858,0,0.0115082,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00003,832,832,832,832,979,5,0.00108355,0,0.0116061,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00011,602,602,602,602,1000,5,0.000825632,0,0.0115941,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00006,732,732,732,732,995,5,0.000944918,0,0.0116634,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00004,658,658,658,658,1002,5,0.000920175,0,0.0114793,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00007,761,761,761,761,977,5,0.00106192,0,0.011632,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00008,705,705,705,705,981,5,0.000920593,0,0.0116083,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00009,876,876,876,876,992,5,0.00110544,0,0.0112335,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00005,517,517,517,517,998,5,0.000676556,0,0.0114581,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00004,770,770,770,770,986,5,0.00182458,0,0.0113989,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00005,626,626,626,626,995,5,0.00157296,0,0.0113858,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00005,564,564,564,564,982,5,0.000751873,0,0.0113999,LNS(EECBS;PP),lns_agents_fileNamespaceagents10height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00005,1417,1417,1417,1417,719,5,0.00205122,0,0.023092,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00013,1220,1220,1220,1220,731,5,0.00307391,0,0.023661,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00028,1316,1316,1316,1316,718,5,0.00180178,0,0.0231565,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00012,1192,1192,1192,1192,727,5,0.00181964,0,0.0226644,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00028,1401,1401,1401,1401,728,5,0.00210277,0,0.0223904,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00009,1511,1511,1511,1511,730,5,0.00205741,0,0.0231621,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00002,1396,1396,1396,1396,738,5,0.00189405,0,0.0229618,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.0004,1078,1078,1078,1078,745,5,0.0015302,0,0.0232088,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00035,1023,1023,1023,1023,732,5,0.00145986,0,0.0225189,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00024,1252,1252,1252,1250,712,5,0.00243812,3.99512,0.0230594,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00017,1271,1271,1271,1271,735,5,0.00357924,0,0.0228481,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00014,1615,1615,1615,1615,723,5,0.00509857,0,0.0229484,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00017,1515,1515,1515,1515,724,5,0.00274933,0,0.0230099,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.0001,1115,1115,1114,1114,1754,4.07302,0.00216471,1.99784,0.0226194,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00032,1233,1233,1233,1233,742,5,0.00418121,0,0.0225625,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00018,1437,1437,1437,1437,723,5,0.00304498,0,0.023242,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00024,1319,1319,1319,1319,736,5,0.00191482,0,0.0231718,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.0008,1149,1149,1149,1149,733,5,0.00164981,0,0.0233484,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.0001,1357,1357,1357,1357,728,5,0.0019859,0,0.0227664,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.0002,1247,1247,1247,1247,744,5,0.00187135,0,0.0234841,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00035,1242,1242,1242,1242,728,5,0.00243486,0,0.023188,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00021,1334,1334,1334,1334,717,5,0.00353029,0,0.0228704,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00008,1108,1108,1108,1108,743,5,0.00206584,0,0.0227902,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00002,1373,1373,1373,1373,734,5,0.0019203,0,0.0234027,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.0003,1321,1321,1321,1321,721,5,0.00186773,0,0.023418,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00035,1290,1290,1290,1290,728,5,0.00177789,0,0.022981,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00004,1395,1395,1395,1395,721,5,0.00196355,0,0.0227709,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00007,1197,1197,1197,1197,730,5,0.00170213,0,0.0228628,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00031,1267,1267,1267,1267,732,5,0.00175484,0,0.0231321,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00029,1476,1476,1476,1476,724,5,0.00209044,0,0.0231965,LNS(EECBS;PP),lns_agents_fileNamespaceagents20height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00054,2417,2417,2417,2417,559,5,0.00337224,0,0.0342078,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00033,1731,1733,1731,1731,560,4.98927,0.00491513,0.00820404,0.0340987,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00036,1877,1877,1877,1877,557,5,0.00271838,0,0.0346498,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00069,2076,2076,2076,2076,559,5,0.00351285,0,0.0341771,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00026,1986,1986,1986,1986,573,5,0.00683464,0,0.0346107,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00058,2050,2050,2049,2049,1325,4.21601,0.00306677,1.99693,0.0342562,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00092,2027,2027,2027,2027,547,5,0.00453755,0,0.0343789,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00011,1715,1715,1715,1715,561,5,0.00255397,0,0.0346433,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00002,1996,1996,1996,1996,576,5,0.00457582,0,0.0346498,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00062,1925,1927,1925,1925,564,4.99467,0.00366778,0.0022035,0.034317,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00011,1583,1583,1583,1583,561,5,0.0055988,0,0.03447,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00067,1989,1989,1989,1989,575,5,0.00290019,0,0.0356584,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00068,2113,2113,2113,2113,558,5,0.00375032,0,0.0342034,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00083,2225,2225,2225,2225,559,5,0.00319692,0,0.0346368,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00155,1839,1840,1839,1839,552,4.98911,0.00523257,0.00966057,0.0350931,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00035,2188,2188,2188,2188,555,5,0.00890124,0,0.0348997,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00065,2151,2151,2148,2148,947,4.34672,0.00662678,5.98012,0.0352076,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00059,2197,2197,2197,2197,558,5,0.00315562,0,0.0349496,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00041,1841,1843,1841,1841,544,5,0.0102851,0.163544,0.034638,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00056,1905,1905,1905,1905,564,5,0.00267217,0,0.0341504,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00001,2024,2024,2024,2024,558,5,0.00301533,0,0.0351875,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00008,1913,1914,1913,1911,448,4.61298,0.0249828,3.97043,0.0342755,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00005,2159,2159,2159,2159,547,5,0.00646795,0,0.0338963,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00003,1986,1988,1986,1986,576,4.99478,0.00663584,0.00577258,0.0354118,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00065,2280,2280,2280,2280,543,5,0.00332845,0,0.0348364,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.0005,1863,1863,1863,1863,568,5,0.00539214,0,0.0345447,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00002,2122,2122,2122,2122,555,5,0.00305418,0,0.034589,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00011,2029,2029,2029,2029,538,5,0.00625577,0,0.0350608,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00142,1905,1905,1905,1905,547,5,0.00691511,0,0.0348774,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00064,2045,2045,2045,2045,558,5,0.00479635,0,0.0344378,LNS(EECBS;PP),lns_agents_fileNamespaceagents30height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00037,2584,2586,2584,2584,441,5,0.00698833,0.0043075,0.0456102,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00083,2894,2895,2894,2894,439,4.9863,0.00458144,0.024978,0.0458253,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00069,2714,2715,2714,2714,431,4.99302,0.0112956,0.0178918,0.046502,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00004,2918,2918,2918,2918,437,5,0.00528644,0,0.0457897,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00148,2718,2719,2718,2718,439,4.99315,0.00812141,0.0057925,0.0471355,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00061,2578,2578,2577,2577,833,4.1851,0.00802371,1.99198,0.0461431,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00143,2831,2831,2831,2831,422,5,0.00664607,0,0.0455426,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00084,2657,2657,2656,2656,792,4.41846,0.00601849,1.99398,0.0459804,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00052,2591,2593,2591,2591,440,5,0.00385508,0.0122451,0.0465637,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00148,3145,3147,3144,3144,798,4.22459,0.00582066,2.0298,0.0466302,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00104,2724,2725,2724,2724,425,4.98585,0.00806756,0.0071309,0.0457815,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00237,3032,3033,3032,3032,441,4.98636,0.0108814,0.019302,0.046738,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00147,2693,2693,2693,2693,438,5,0.00637745,0,0.045997,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00041,2201,2201,2201,2201,444,5,0.00625404,0,0.0457156,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00109,2520,2520,2520,2520,438,5,0.00502025,0,0.0461511,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00041,2406,2406,2406,2406,439,5,0.00463641,0,0.0452319,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00141,2786,2786,2786,2786,439,5,0.00847439,0,0.0461176,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00134,2393,2393,2392,2392,848,4.24911,0.00712558,1.99287,0.0452618,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00066,2665,2665,2664,2664,804,4.30386,0.0046979,1.9953,0.0462175,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00282,2817,2817,2817,2817,437,5,0.0100888,0,0.0458127,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00235,2763,2764,2762,2762,843,4.16627,0.00755091,2.00003,0.0451171,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00065,2809,2809,2809,2809,415,5,0.00695165,0,0.0471406,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.0004,2817,2817,2817,2817,435,5,0.00604505,0,0.0455709,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00005,2549,2549,2548,2548,785,4.2551,0.00609617,1.9939,0.045861,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00047,2859,2859,2859,2859,433,5,0.00437642,0,0.0455542,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00054,2606,2606,2606,2606,429,5,0.00397256,0,0.0457504,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00013,2637,2639,2637,2637,452,4.98226,0.00863746,0.0437199,0.0461966,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00037,2732,2732,2731,2731,732,4.20246,0.00891091,1.99109,0.0460784,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00081,2541,2541,2541,2541,426,5,0.00938146,0,0.0460699,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00027,2684,2684,2684,2684,437,5,0.00976917,0,0.0458528,LNS(EECBS;PP),lns_agents_fileNamespaceagents40height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00277,3293,3293,3293,3293,341,5,0.00554334,0,0.0561439,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00097,2842,2842,2842,2842,355,5,0.00882916,0,0.0571594,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00143,3556,3556,3554,3554,397,4.58333,0.0076271,3.98475,0.0587822,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00008,3103,3103,3102,3102,555,4.49097,0.00654112,1.99346,0.0580149,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00412,3252,3253,3251,3251,568,4.4709,0.00713798,2.0153,0.0565114,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00083,3439,3439,3439,3439,327,5,0.0087311,0,0.0570621,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00008,3489,3489,3489,3489,333,5,0.0115757,0,0.0587766,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00426,3135,3135,3134,3134,599,4.47826,0.00854369,1.99146,0.0569268,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00298,3088,3088,3087,3087,608,4.18946,0.00648165,1.99352,0.0584751,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00001,3622,3626,3621,3621,573,4.31469,0.0163046,2.22661,0.0577344,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00025,3338,3339,3337,3337,588,4.22147,0.00820205,2.05838,0.0569328,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00055,3166,3167,3164,3164,641,4.1875,0.00896154,3.99048,0.0574975,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00468,3633,3633,3633,3633,326,5,0.00648537,0,0.0566907,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00078,3298,3298,3298,3298,330,5,0.0091643,0,0.0578909,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00217,3702,3702,3702,3700,344,5,0.0134441,3.97311,0.0564337,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00044,3872,3873,3872,3872,347,4.98555,0.00982833,0.0229318,0.0571635,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00143,3364,3364,3364,3364,339,5,0.0130716,0,0.0572803,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.0002,3241,3241,3241,3241,331,5,0.0140566,0,0.0580482,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.0038,3238,3238,3238,3238,351,5,0.0116512,0,0.0570247,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.0011,3187,3189,3187,3187,349,4.98276,0.0131067,0.0251418,0.0573406,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00024,3275,3276,3275,3275,343,4.99123,0.0113586,0.00834291,0.0568949,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00018,3602,3603,3600,3600,334,4.99099,0.00749408,3.99019,0.0579256,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00122,3204,3204,3204,3204,330,5,0.00511279,0,0.0571849,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00492,3620,3621,3620,3620,403,4.76119,0.00949008,0.517939,0.0577459,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00224,3603,3603,3603,3603,347,5,0.00681912,0,0.0590324,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00006,3117,3117,3116,3114,501,4.414,0.00875992,5.97372,0.0569263,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00271,3165,3165,3164,3164,604,4.22388,0.00610593,1.99389,0.0577348,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00288,3467,3467,3466,3466,545,4.21875,0.00644316,1.99356,0.0591486,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.0013,2900,2900,2900,2900,342,5,0.00933087,0,0.056481,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.0001,3205,3208,3203,3203,351,4.99143,0.00642071,4.09721,0.0571496,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00168,3936,3937,3936,3936,270,4.98885,0.0105882,0.00366127,0.067463,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
